group,variable,value
milk,star anise,0
milk,arborio rice,0
milk,corn oil,0
milk,grapes,0
milk,coulis,0
milk,semolina,0
milk,tequila,0
milk,poppy seeds,0
milk,tangerine,0
milk,camembert,0
milk,chopped tomatoes,0
milk,bonito,0
milk,compote,0
milk,milk chocolate,0
milk,pak choi,0
milk,lardons,0
milk,caviar,0
milk,marjoram,0
milk,pork sausages,0
milk,curry leaves,0
milk,hollandaise sauce,0
milk,turkey breast,0
chipotle,chipotle,8
chipotle,salt,2
chipotle,beer,2
chipotle,sea salt,2
chipotle,avocado,1
chipotle,paprika,1
chipotle,lime,1
chipotle,cumin,1
chipotle,brown sugar,1
chipotle,coconut oil,1
chipotle,yeast,1
chipotle,cherry tomatoes,0
chipotle,pancetta,0
chipotle,white chocolate,0
chipotle,champagne,0
chipotle,lager,0
chipotle,duck fat,0
chipotle,spring roll wrappers,0
chipotle,horseradish,0
chipotle,coriander,0
chipotle,fresh coriander,0
chipotle,squid,0
chipotle,gnocchi,0
chipotle,curry,0
chipotle,maple syrup,0
chipotle,oats,0
chipotle,vegetable stock,0
chipotle,gouda,0
chipotle,roast beef,0
chipotle,capsicum,0
chipotle,pinto beans,0
chipotle,seafood,0
chipotle,biscuits,0
chipotle,risotto rice,0
chipotle,cream cheese,0
chipotle,nutmeg,0
chipotle,juniper berries,0
chipotle,salmon,0
chipotle,custard,0
chipotle,cottage cheese,0
chipotle,haddock,0
chipotle,fruit,0
chipotle,cinnamon,0
chipotle,apple juice,0
chipotle,duck,0
chipotle,green cabbage,0
chipotle,long-grain rice,0
chipotle,oyster mushrooms,0
chipotle,zest,0
chipotle,mayonnaise,0
chipotle,gingerbread,0
chipotle,seaweed,0
chipotle,fontina cheese,0
chipotle,oyster sauce,0
chipotle,corned beef,0
chipotle,pastrami,0
chipotle,dijon mustard,0
chipotle,black sesame seeds,0
chipotle,lamb,0
chipotle,miso,0
chipotle,celery,0
chipotle,white wine vinegar,0
chipotle,syrup,0
chipotle,sesame oil,0
chipotle,sherry,0
chipotle,orange,0
chipotle,buckwheat,0
chipotle,rice,0
chipotle,chips,0
chipotle,crab,0
chipotle,watermelon,0
chipotle,mixed berries,0
chipotle,chocolate,0
chipotle,lemon,0
chipotle,halibut,0
chipotle,puff pastry,0
chipotle,butter,0
chipotle,vanilla extract,0
chipotle,almond extract,0
chipotle,hoisin sauce,0
chipotle,risotto,0
chipotle,brioche,0
chipotle,truffle oil,0
chipotle,curry powder,0
chipotle,cognac,0
chipotle,chicken,0
chipotle,fillet of beef,0
chipotle,fleur de sel,0
chipotle,rum,0
chipotle,rice wine,0
chipotle,mixed spice,0
chipotle,serrano ham,0
chipotle,dill,0
chipotle,split peas,0
chipotle,hummus,0
chipotle,millet flour,0
chipotle,sea bream,0
chipotle,pomegranate,0
chipotle,stock,0
chipotle,buns,0
chipotle,ginger,0
chipotle,chutney,0
chipotle,chinese cabbage,0
chipotle,swiss chard,0
chipotle,spring greens,0
chipotle,shellfish,0
chipotle,coconut cream,0
chipotle,sesame seeds,0
chipotle,stuffing,0
chipotle,pigeon peas,0
chipotle,sourdough bread,0
chipotle,cider,0
chipotle,nasturtium,0
chipotle,yoghurt,0
chipotle,dulce de leche,0
chipotle,bay leaf,0
chipotle,plain flour,0
chipotle,cream,0
chipotle,food colouring,0
chipotle,flour,0
chipotle,fusilli,0
chipotle,squash,0
chipotle,vegetables,0
chipotle,buttermilk,0
chipotle,pea shoots,0
chipotle,pesto,0
chipotle,asafoetida,0
chipotle,ricotta,0
chipotle,noodles,0
chipotle,lime juice,0
chipotle,spaghetti squash,0
chipotle,cucumber,0
chipotle,mint,0
chipotle,pappardelle,0
chipotle,bicarbonate of soda,0
chipotle,pasta,0
chipotle,vermicelli,0
chipotle,quinoa,0
chipotle,evaporated milk,0
chipotle,vinegar,0
chipotle,pineapple,0
chipotle,rainbow chard,0
chipotle,root beer,0
chipotle,amaranth,0
chipotle,kale,0
chipotle,wholemeal bread,0
chipotle,lemon juice,0
chipotle,mustard,0
chipotle,rye bread,0
chipotle,peanuts,0
chipotle,blood orange,0
chipotle,dry sherry,0
chipotle,tomato juice,0
chipotle,cardamom,0
chipotle,pumpernickel bread,0
chipotle,chickpea flour,0
chipotle,molasses,0
chipotle,sugar,0
chipotle,broccoli,0
chipotle,fennel seeds,0
chipotle,soda,0
chipotle,cabbage,0
chipotle,black pepper,0
chipotle,fat,0
chipotle,daikon,0
chipotle,soba noodles,0
chipotle,anise,0
chipotle,barbecue sauce,0
chipotle,anchovies,0
chipotle,peanut oil,0
chipotle,pepperoni,0
chipotle,mussels,0
chipotle,sherry vinegar,0
chipotle,coconut,0
chipotle,cranberry juice,0
chipotle,garlic,0
chipotle,wasabi,0
chipotle,spaghetti,0
chipotle,chorizo,0
chipotle,porcini,0
chipotle,cream soda,0
chipotle,herbes de provence,0
chipotle,sirloin,0
chipotle,port,0
chipotle,balsamic vinegar,0
chipotle,tahini,0
chipotle,cayenne pepper,0
chipotle,wine,0
chipotle,pork belly,0
chipotle,coffee liqueur,0
chipotle,macaroni,0
chipotle,salad,0
chipotle,orange juice,0
chipotle,pork loin,0
chipotle,marsala wine,0
chipotle,rice vinegar,0
chipotle,walnut oil,0
chipotle,bulgur wheat,0
chipotle,vermouth,0
chipotle,black beans,0
chipotle,chicken stock,0
chipotle,red cabbage,0
chipotle,parsley,0
chipotle,hazelnut oil,0
chipotle,stew,0
chipotle,sunflower oil,0
chipotle,jam,0
chipotle,croutons,0
chipotle,oregano,0
chipotle,french bread,0
chipotle,milk,0
chipotle,runner beans,0
chipotle,gravy,0
chipotle,allspice,0
chipotle,peas,0
chipotle,chilli paste,0
chipotle,cod,0
chipotle,beef ribs,0
chipotle,clarified butter,0
chipotle,preserves,0
chipotle,spinach,0
chipotle,sage,0
chipotle,salsa,0
chipotle,polenta,0
chipotle,nori,0
chipotle,curry paste,0
chipotle,basil,0
chipotle,grapefruit juice,0
chipotle,potato wedges,0
chipotle,coconut milk,0
chipotle,pomegranate juice,0
chipotle,green beans,0
chipotle,herbs,0
chipotle,ale,0
chipotle,crisps,0
chipotle,cocoa powder,0
chipotle,iceberg lettuce,0
chipotle,wild rice,0
chipotle,ghee,0
chipotle,vegetable oil,0
chipotle,steak,0
chipotle,rye flour,0
chipotle,saffron,0
chipotle,sushi rice,0
chipotle,ketchup,0
chipotle,lemon balm,0
chipotle,fennel,0
chipotle,thai basil,0
chipotle,garam masala,0
chipotle,bread,0
chipotle,cheese,0
chipotle,papaya,0
chipotle,rhubarb,0
chipotle,ciabatta,0
chipotle,capers,0
chipotle,honey,0
chipotle,curd cheese,0
chipotle,turkey,0
chipotle,lettuce,0
chipotle,chard,0
chipotle,vodka,0
chipotle,tofu,0
chipotle,jaggery,0
chipotle,oatmeal,0
chipotle,brussels sprouts,0
chipotle,golden syrup,0
chipotle,sumac,0
chipotle,coffee,0
chipotle,palm sugar,0
chipotle,lemongrass,0
chipotle,guacamole,0
chipotle,pulled pork,0
chipotle,spelt flour,0
chipotle,beef stock,0
chipotle,spices,0
chipotle,worcestershire sauce,0
chipotle,cola,0
chipotle,clams,0
chipotle,mixed nuts,0
chipotle,raspberry jam,0
chipotle,rock salt,0
chipotle,radicchio,0
chipotle,ham,0
chipotle,bacon,0
chipotle,brisket,0
chipotle,fish,0
chipotle,fish sauce,0
chipotle,tamarind,0
chipotle,rosewater,0
chipotle,seeds,0
chipotle,grapeseed oil,0
chipotle,mirin,0
chipotle,cake,0
chipotle,chestnut mushrooms,0
chipotle,beans,0
chipotle,rosemary,0
chipotle,cream of tartar,0
chipotle,rice noodles,0
chipotle,pork,0
chipotle,brown rice,0
chipotle,mascarpone,0
chipotle,rice flour,0
chipotle,cauliflower,0
chipotle,beef,0
chipotle,white wine,0
chipotle,meat,0
chipotle,pollock,0
chipotle,savoy cabbage,0
chipotle,grapefruit,0
chipotle,olive oil,0
chipotle,cannellini beans,0
chipotle,soy sauce,0
chipotle,kidney beans,0
chipotle,chocolate truffle,0
chipotle,mustard powder,0
chipotle,soup,0
chipotle,broth,0
chipotle,tarragon,0
chipotle,mung beans,0
chipotle,tilapia,0
chipotle,asparagus,0
chipotle,mango chutney,0
chipotle,demerara sugar,0
chipotle,dumplings,0
chipotle,icing,0
chipotle,crackers,0
chipotle,ground almonds,0
chipotle,foie gras,0
chipotle,butternut squash,0
chipotle,liver,0
chipotle,linguine,0
chipotle,horseradish sauce,0
chipotle,coriander seeds,0
chipotle,monkfish,0
chipotle,bamboo shoots,0
chipotle,peanut butter,0
chipotle,white pepper,0
chipotle,gin,0
chipotle,beansprouts,0
chipotle,caraway seeds,0
chipotle,pineapple juice,0
chipotle,savory,0
chipotle,broad beans,0
chipotle,venison,0
chipotle,smoked salmon,0
chipotle,red wine,0
chipotle,pastry,0
chipotle,verjus,0
chipotle,coffee granules,0
chipotle,roast turkey,0
chipotle,prosciutto,0
chipotle,lemon curd,0
chipotle,chives,0
chipotle,curly kale,0
chipotle,white bread,0
chipotle,corn syrup,0
chipotle,cuttlefish,0
chipotle,chervil,0
chipotle,seasoning,0
chipotle,salami,0
chipotle,lentils,0
chipotle,safflower oil,0
chipotle,ice cream,0
chipotle,mustard seeds,0
chipotle,raisins,0
chipotle,chocolate cake,0
chipotle,margarine,0
chipotle,gorgonzola,0
chipotle,oil,0
chipotle,jelly,0
chipotle,apricot jam,0
chipotle,whipping cream,0
chipotle,coleslaw,0
chipotle,salad leaves,0
chipotle,mango,0
chipotle,pepper,0
chipotle,watercress,0
chipotle,thyme,0
chipotle,vegetable shortening,0
chipotle,pork shoulder,0
chipotle,turmeric,0
chipotle,green lentil,0
chipotle,cress,0
chipotle,star anise,0
chipotle,arborio rice,0
chipotle,corn oil,0
chipotle,grapes,0
chipotle,pumpkin,0
chipotle,coulis,0
chipotle,baguette,0
chipotle,brandy,0
chipotle,strawberry jam,0
chipotle,semolina,0
chipotle,tequila,0
chipotle,poppy seeds,0
chipotle,double cream,0
chipotle,dark chocolate,0
chipotle,tangerine,0
chipotle,baking powder,0
chipotle,camembert,0
chipotle,chopped tomatoes,0
chipotle,vanilla essence,0
chipotle,ground ginger,0
chipotle,red wine vinegar,0
chipotle,bonito,0
chipotle,lobster,0
chipotle,flatbread,0
chipotle,compote,0
chipotle,milk chocolate,0
chipotle,pak choi,0
chipotle,lardons,0
chipotle,caviar,0
chipotle,condensed milk,0
chipotle,marjoram,0
chipotle,pork sausages,0
chipotle,caster sugar,0
chipotle,curry leaves,0
chipotle,hollandaise sauce,0
chipotle,turkey breast,0
runner beans,runner beans,2
runner beans,vegetable stock,1
runner beans,lemon,1
runner beans,salt,1
runner beans,parsley,1
runner beans,oil,1
runner beans,pepper,1
runner beans,chopped tomatoes,1
runner beans,cherry tomatoes,0
runner beans,pancetta,0
runner beans,white chocolate,0
runner beans,champagne,0
runner beans,lager,0
runner beans,duck fat,0
runner beans,spring roll wrappers,0
runner beans,horseradish,0
runner beans,coriander,0
runner beans,fresh coriander,0
runner beans,squid,0
runner beans,gnocchi,0
runner beans,curry,0
runner beans,maple syrup,0
runner beans,avocado,0
runner beans,oats,0
runner beans,gouda,0
runner beans,roast beef,0
runner beans,capsicum,0
runner beans,pinto beans,0
runner beans,seafood,0
runner beans,biscuits,0
runner beans,paprika,0
runner beans,risotto rice,0
runner beans,cream cheese,0
runner beans,nutmeg,0
runner beans,juniper berries,0
runner beans,salmon,0
runner beans,custard,0
runner beans,cottage cheese,0
runner beans,haddock,0
runner beans,fruit,0
runner beans,cinnamon,0
runner beans,apple juice,0
runner beans,duck,0
runner beans,green cabbage,0
runner beans,long-grain rice,0
runner beans,oyster mushrooms,0
runner beans,zest,0
runner beans,mayonnaise,0
runner beans,gingerbread,0
runner beans,seaweed,0
runner beans,fontina cheese,0
runner beans,oyster sauce,0
runner beans,corned beef,0
runner beans,pastrami,0
runner beans,dijon mustard,0
runner beans,black sesame seeds,0
runner beans,lamb,0
runner beans,miso,0
runner beans,celery,0
runner beans,white wine vinegar,0
runner beans,syrup,0
runner beans,sesame oil,0
runner beans,sherry,0
runner beans,orange,0
runner beans,buckwheat,0
runner beans,rice,0
runner beans,chips,0
runner beans,crab,0
runner beans,watermelon,0
runner beans,mixed berries,0
runner beans,chocolate,0
runner beans,halibut,0
runner beans,puff pastry,0
runner beans,butter,0
runner beans,vanilla extract,0
runner beans,almond extract,0
runner beans,hoisin sauce,0
runner beans,risotto,0
runner beans,brioche,0
runner beans,truffle oil,0
runner beans,curry powder,0
runner beans,cognac,0
runner beans,chicken,0
runner beans,fillet of beef,0
runner beans,fleur de sel,0
runner beans,rum,0
runner beans,rice wine,0
runner beans,mixed spice,0
runner beans,serrano ham,0
runner beans,dill,0
runner beans,split peas,0
runner beans,hummus,0
runner beans,millet flour,0
runner beans,sea bream,0
runner beans,pomegranate,0
runner beans,stock,0
runner beans,buns,0
runner beans,ginger,0
runner beans,chutney,0
runner beans,chinese cabbage,0
runner beans,swiss chard,0
runner beans,spring greens,0
runner beans,shellfish,0
runner beans,coconut cream,0
runner beans,sesame seeds,0
runner beans,stuffing,0
runner beans,pigeon peas,0
runner beans,sourdough bread,0
runner beans,cider,0
runner beans,nasturtium,0
runner beans,yoghurt,0
runner beans,dulce de leche,0
runner beans,bay leaf,0
runner beans,plain flour,0
runner beans,cream,0
runner beans,food colouring,0
runner beans,flour,0
runner beans,fusilli,0
runner beans,squash,0
runner beans,vegetables,0
runner beans,buttermilk,0
runner beans,pea shoots,0
runner beans,pesto,0
runner beans,asafoetida,0
runner beans,ricotta,0
runner beans,noodles,0
runner beans,lime juice,0
runner beans,spaghetti squash,0
runner beans,cucumber,0
runner beans,mint,0
runner beans,pappardelle,0
runner beans,bicarbonate of soda,0
runner beans,pasta,0
runner beans,vermicelli,0
runner beans,quinoa,0
runner beans,evaporated milk,0
runner beans,vinegar,0
runner beans,pineapple,0
runner beans,rainbow chard,0
runner beans,root beer,0
runner beans,amaranth,0
runner beans,kale,0
runner beans,wholemeal bread,0
runner beans,lemon juice,0
runner beans,mustard,0
runner beans,rye bread,0
runner beans,peanuts,0
runner beans,blood orange,0
runner beans,dry sherry,0
runner beans,tomato juice,0
runner beans,cardamom,0
runner beans,pumpernickel bread,0
runner beans,chickpea flour,0
runner beans,molasses,0
runner beans,sugar,0
runner beans,broccoli,0
runner beans,fennel seeds,0
runner beans,soda,0
runner beans,cabbage,0
runner beans,black pepper,0
runner beans,fat,0
runner beans,daikon,0
runner beans,soba noodles,0
runner beans,anise,0
runner beans,barbecue sauce,0
runner beans,anchovies,0
runner beans,peanut oil,0
runner beans,pepperoni,0
runner beans,lime,0
runner beans,mussels,0
runner beans,sherry vinegar,0
runner beans,coconut,0
runner beans,cranberry juice,0
runner beans,garlic,0
runner beans,wasabi,0
runner beans,spaghetti,0
runner beans,chorizo,0
runner beans,porcini,0
runner beans,cream soda,0
runner beans,herbes de provence,0
runner beans,sirloin,0
runner beans,port,0
runner beans,balsamic vinegar,0
runner beans,tahini,0
runner beans,cayenne pepper,0
runner beans,wine,0
runner beans,pork belly,0
runner beans,coffee liqueur,0
runner beans,macaroni,0
runner beans,salad,0
runner beans,orange juice,0
runner beans,pork loin,0
runner beans,marsala wine,0
runner beans,rice vinegar,0
runner beans,walnut oil,0
runner beans,bulgur wheat,0
runner beans,vermouth,0
runner beans,black beans,0
runner beans,chicken stock,0
runner beans,red cabbage,0
runner beans,hazelnut oil,0
runner beans,stew,0
runner beans,sunflower oil,0
runner beans,jam,0
runner beans,croutons,0
runner beans,oregano,0
runner beans,cumin,0
runner beans,french bread,0
runner beans,milk,0
runner beans,chipotle,0
runner beans,gravy,0
runner beans,allspice,0
runner beans,peas,0
runner beans,chilli paste,0
runner beans,cod,0
runner beans,beef ribs,0
runner beans,clarified butter,0
runner beans,preserves,0
runner beans,spinach,0
runner beans,sage,0
runner beans,salsa,0
runner beans,polenta,0
runner beans,nori,0
runner beans,curry paste,0
runner beans,basil,0
runner beans,grapefruit juice,0
runner beans,potato wedges,0
runner beans,coconut milk,0
runner beans,pomegranate juice,0
runner beans,green beans,0
runner beans,herbs,0
runner beans,ale,0
runner beans,crisps,0
runner beans,cocoa powder,0
runner beans,iceberg lettuce,0
runner beans,wild rice,0
runner beans,ghee,0
runner beans,vegetable oil,0
runner beans,steak,0
runner beans,rye flour,0
runner beans,saffron,0
runner beans,sushi rice,0
runner beans,ketchup,0
runner beans,lemon balm,0
runner beans,fennel,0
runner beans,thai basil,0
runner beans,garam masala,0
runner beans,bread,0
runner beans,cheese,0
runner beans,papaya,0
runner beans,rhubarb,0
runner beans,ciabatta,0
runner beans,capers,0
runner beans,honey,0
runner beans,curd cheese,0
runner beans,turkey,0
runner beans,lettuce,0
runner beans,chard,0
runner beans,vodka,0
runner beans,tofu,0
runner beans,jaggery,0
runner beans,oatmeal,0
runner beans,brussels sprouts,0
runner beans,golden syrup,0
runner beans,sumac,0
runner beans,coffee,0
runner beans,palm sugar,0
runner beans,lemongrass,0
runner beans,guacamole,0
runner beans,brown sugar,0
runner beans,pulled pork,0
runner beans,spelt flour,0
runner beans,beef stock,0
runner beans,spices,0
runner beans,worcestershire sauce,0
runner beans,cola,0
runner beans,clams,0
runner beans,mixed nuts,0
runner beans,raspberry jam,0
runner beans,rock salt,0
runner beans,radicchio,0
runner beans,ham,0
runner beans,bacon,0
runner beans,brisket,0
runner beans,fish,0
runner beans,fish sauce,0
runner beans,tamarind,0
runner beans,rosewater,0
runner beans,seeds,0
runner beans,grapeseed oil,0
runner beans,coconut oil,0
runner beans,mirin,0
runner beans,cake,0
runner beans,chestnut mushrooms,0
runner beans,beans,0
runner beans,rosemary,0
runner beans,cream of tartar,0
runner beans,rice noodles,0
runner beans,pork,0
runner beans,brown rice,0
runner beans,mascarpone,0
runner beans,rice flour,0
runner beans,cauliflower,0
runner beans,beef,0
runner beans,white wine,0
runner beans,meat,0
runner beans,pollock,0
runner beans,savoy cabbage,0
runner beans,grapefruit,0
runner beans,olive oil,0
runner beans,cannellini beans,0
runner beans,soy sauce,0
runner beans,kidney beans,0
runner beans,chocolate truffle,0
runner beans,mustard powder,0
runner beans,soup,0
runner beans,broth,0
runner beans,tarragon,0
runner beans,mung beans,0
runner beans,tilapia,0
runner beans,asparagus,0
runner beans,yeast,0
runner beans,mango chutney,0
runner beans,demerara sugar,0
runner beans,dumplings,0
runner beans,icing,0
runner beans,crackers,0
runner beans,ground almonds,0
runner beans,foie gras,0
runner beans,butternut squash,0
runner beans,liver,0
runner beans,linguine,0
runner beans,horseradish sauce,0
runner beans,coriander seeds,0
runner beans,monkfish,0
runner beans,bamboo shoots,0
runner beans,peanut butter,0
runner beans,white pepper,0
runner beans,gin,0
runner beans,beansprouts,0
runner beans,caraway seeds,0
runner beans,pineapple juice,0
runner beans,savory,0
runner beans,broad beans,0
runner beans,venison,0
runner beans,smoked salmon,0
runner beans,red wine,0
runner beans,pastry,0
runner beans,verjus,0
runner beans,coffee granules,0
runner beans,roast turkey,0
runner beans,prosciutto,0
runner beans,lemon curd,0
runner beans,chives,0
runner beans,curly kale,0
runner beans,white bread,0
runner beans,corn syrup,0
runner beans,cuttlefish,0
runner beans,chervil,0
runner beans,seasoning,0
runner beans,salami,0
runner beans,lentils,0
runner beans,safflower oil,0
runner beans,ice cream,0
runner beans,mustard seeds,0
runner beans,raisins,0
runner beans,chocolate cake,0
runner beans,margarine,0
runner beans,gorgonzola,0
runner beans,jelly,0
runner beans,apricot jam,0
runner beans,whipping cream,0
runner beans,coleslaw,0
